0.0001,35.97480882
0.0002,35.94963526
0.0003,35.92447932
0.0004,35.89934099
0.0005,35.87422024
0.0006,35.84911708
0.0007,35.82403147
0.0008,35.79896343
0.0009,35.77391292
0.001,35.74887995
0.0011,35.72386449
0.0012,35.69886653
0.0013,35.67388607
0.0014,35.64892309
0.0015,35.62397757
0.0016,35.59904951
0.0017,35.5741389
0.0018,35.54924572
0.0019,35.52436995
0.002,35.49951159
0.0021,35.47467063
0.0022,35.44984705
0.0023,35.42504084
0.0024,35.40025199
0.0025,35.37548048
0.0026,35.35072631
0.0027,35.32598946
0.0028,35.30126992
0.0029,35.27656768
0.003,35.25188272
0.0031,35.22721504
0.0032,35.20256462
0.0033,35.17793145
0.0034,35.15331551
0.0035,35.1287168
0.0036,35.1041353
0.0037,35.07957101
0.0038,35.0550239
0.0039,35.03049397
0.004,35.0059812
0.0041,34.98148559
0.0042,34.95700712
0.0043,34.93254578
0.0044,34.90810155
0.0045,34.88367443
0.0046,34.8592644
0.0047,34.83487146
0.0048,34.81049558
0.0049,34.78613676
0.005,34.76179499
0.0051,34.73747024
0.0052,34.71316252
0.0053,34.68887181
0.0054,34.6645981
0.0055,34.64034137
0.0056,34.61610162
0.0057,34.59187882
0.0058,34.56767298
0.0059,34.54348408
0.006,34.5193121
0.0061,34.49515704
0.0062,34.47101888
0.0063,34.44689761
0.0064,34.42279322
0.0065,34.39870569
0.0066,34.37463502
0.0067,34.3505812
0.0068,34.32654421
0.0069,34.30252403
0.007,34.27852067
0.0071,34.2545341
0.0072,34.23056432
0.0073,34.20661131
0.0074,34.18267506
0.0075,34.15875556
0.0076,34.1348528
0.0077,34.11096676
0.0078,34.08709744
0.0079,34.06324482
0.008,34.03940889
0.0081,34.01558964
0.0082,33.99178706
0.0083,33.96800114
0.0084,33.94423186
0.0085,33.92047921
0.0086,33.89674318
0.0087,33.87302376
0.0088,33.84932095
0.0089,33.82563471
0.009,33.80196505
0.0091,33.77831196
0.0092,33.75467541
0.0093,33.73105541
0.0094,33.70745193
0.0095,33.68386497
